no,code,name
2302,4020,현대제철
2303,11760,현대종합상사
2304,267250,현대중공업지주
2305,1500,현대차증권
2306,227840,현대코퍼레이션홀딩스
2307,39010,현대통신
2308,1450,현대해상
2309,57050,현대홈쇼핑
2310,92300,현우산업
2311,53660,현진소재
2312,11080,형지I&C
2313,93240,형지엘리트
2314,3010,혜인
2315,111110,호전실업
2316,8770,호텔신라
2317,60560,홈센타홀딩스
2318,64240,홈캐스트
2319,39610,화성밸브
2320,2460,화성산업
2321,13520,화승알앤에이
2322,241590,화승엔터프라이즈
2323,6060,화승인더스트리
2324,10690,화신
2325,126640,화신정공
2326,133820,화인베스틸
2327,61250,화일약품
2328,10660,화천기계
2329,850,화천기공
2330,16580,환인제약
2331,32560,황금에스티
2332,4800,효성
2333,94280,효성 ITX
2334,97870,효성오앤비
2335,298040,효성중공업
2336,298050,효성첨단소재
2337,298020,효성티앤씨
2338,298000,효성화학
2339,93370,후성
2340,50090,휘닉스소재
2341,81660,휠라홀딩스
2342,290270,휴네시온
2343,5870,휴니드테크놀러지스
2344,284420,휴럼
2345,90710,휴림로봇
2346,205470,휴마시스
2347,115160,휴맥스
2348,28080,휴맥스홀딩스
2349,200670,휴메딕스
2350,212310,휴벡셀
2351,79980,휴비스
2352,65510,휴비츠
2353,5010,휴스틸
2354,243070,휴온스
2355,84110,휴온스글로벌
2356,145020,휴젤
2357,69260,휴켐스
2358,24060,흥구석유
2359,10240,흥국
2360,189980,흥국에프엔비
2361,540,흥국화재
2362,3280,흥아해운
2363,37440,희림
2364,238490,힘스
